STRUCTURE,STRUCTURE_ID,freq,reporter,partner,product,flow,indicators,TIME_PERIOD,OBS_VALUE
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-02,18762
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2007-02,8110
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2012-07,221
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2019-03,477
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2000-02,865
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-02,25734
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2005-02,4681
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2015-02,521
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2002-03,2874
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2010-04,11630
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-02,1420
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-02,17413
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2009-02,27165
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2020-02,22060
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2013-04,4253
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2003-04,2247
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2004-03,4085
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2003-05,11850
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,1999-05,2565
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2021-03,24218
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2019-06,7512
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2001-04,1976
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2002-05,1906
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2004-04,4468
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2012-09,9687
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-03,24609
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2009-04,14663
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-03,14132
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-03,6955
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2014-08,41710
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2018-03,19621
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2011-03,1554
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2013-06,5512
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-03,11376
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2020-03,18196
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2016-04,382
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2015-08,60400
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2000-03,9201
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2010-05,1622
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2005-03,4716
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2007-06,52055
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2012-11,1672
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2010-07,8479
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2002-06,1401
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2003-07,22156
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-04,262
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2005-05,16590
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,1999-07,7891
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2000-04,10236
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2011-05,100
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-04,8520
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2019-07,9327
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-04,241
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2016-05,9782
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2013-11,5005
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2004-05,9396
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2007-07,21972
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2001-05,21121
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2009-05,8752
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2020-05,4474
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-04,2707
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2018-05,1773
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2015-10,25225
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2014-11,13949
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2021-05,8350
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2019-09,2217
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2005-06,17879
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,1999-08,3127
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2018-07,14880
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2009-06,3624
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2002-07,4570
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2004-06,19685
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-05,6421
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2001-09,5389
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2007-12,1633
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-05,3606
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2012-12,8427
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2020-07,16034
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2013-12,12814
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2016-07,9546
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2011-08,1090
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2010-09,156
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2015-11,28414
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2003-10,850
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-05,13873
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-05,74802
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2021-06,6968
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2000-06,1792
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2003-12,10868
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,1999-09,22079
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2020-08,5246
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2019-11,12932
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2000-07,2107
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2002-10,31180
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2011-09,38
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2001-10,1875
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2004-10,3469
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2005-07,13770
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2015-12,1820
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2010-10,4300
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-06,44153
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2018-08,1731
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-06,1600
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-06,4214
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2016-09,17941
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-06,3063
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2021-07,68042
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2009-07,14788
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2001-11,10695
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-09,3631
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2021-09,3739
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2009-09,6885
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2011-12,575
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,1999-10,2031
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2004-11,3461
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2005-11,11711
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2002-12,17984
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2019-12,163
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-07,1113
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2016-10,10771
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-08,5141
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2000-09,3837
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-07,22283
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2020-10,7411
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2018-09,5834
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-09,1876
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-10,19771
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2021-10,74354
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-08,938
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2020-11,8759
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2018-10,12734
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2016-11,15422
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2005-12,35045
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2009-10,11475
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-09,21553
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2000-11,675
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-11,2416
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2018-11,2854
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-09,4885
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-10,7847
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2021-11,88971
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-10,21952
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2009-11,2295
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2023-12,201
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2018-12,8609
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2017-12,862
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-11,26652
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-10,12013
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2021-12,37622
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-11,5916
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2008-12,9412
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AD,6343,2,VALUE_IN_EUROS,2022-12,3656
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2022-01,305362
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2015-01,677389
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2011-01,296595
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2007-01,124240
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2006-01,10155
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2014-01,380102
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2010-01,180466
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2009-01,112391
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2018-01,724943
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2023-01,104171
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2000-01,5358
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2001-01,28091
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2020-01,402739
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2013-01,99674
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2005-01,41646
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2024-01,397149
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2019-01,750916
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2008-01,493943
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,1999-01,13633
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2012-01,129630
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2017-01,661681
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2016-01,403309
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2021-01,213671
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2002-01,115997
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2003-01,25585
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2004-01,11017
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2011-02,100815
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2021-02,413621
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2020-02,151253
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2002-02,26329
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2004-02,32162
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2005-02,38388
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2015-02,445764
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2000-02,1421
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2022-02,510089
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2014-02,519885
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2007-02,288289
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2006-02,14792
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2024-02,405564
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2023-02,633426
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2012-02,312125
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2013-02,323233
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2001-02,1497
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,1999-02,55397
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2018-02,807656
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2009-02,106441
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2003-02,16897
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2016-02,681639
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2008-02,228709
dataflow,ESTAT:DS-018995(1.0),M,EU27_2020,AE,6343,2,VALUE_IN_EUROS,2019-02,231925
