TIME,year,month,ES_onions,IT_onions,BEL_gdp,ITA_gdp,FRA_gdp,ESP_gdp,IRL_gdp,BEL_inflazione,ITA_inflazione,FRA_inflazione,ESP_inflazione,IRL_inflazione
2005-01-10,,,,19.67,,,,,,,,,,
2005-01-17,,,,20.33,,,,,,,,,,
2005-01-24,,,,20.0,,,,,,,,,,
2005-01-31,,,,20.0,,,,,,,,,,
2005-02-07,,,16.0,19.33,,,,,,,,,,
2005-02-14,,,16.0,19.5,,,,,,,,,,
2005-02-21,,,16.0,19.0,,,,,,,,,,
2005-02-28,2005.0,,16.0,,,32055.092075750315,34768.175903752526,,,,1.9852929852798,,3.36881409750383,
2005-03-07,2005.0,3.0,16.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-03-14,2005.0,3.0,16.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-03-21,2005.0,3.0,16.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-03-28,2005.0,3.0,16.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-04-04,2005.0,,16.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-04-11,2005.0,,16.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-04-18,2005.0,,16.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-04-25,2005.0,,16.0,11.83,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-05-02,2005.0,,,12.0,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-05-09,2005.0,,,12.0,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-05-16,2005.0,,,13.0,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-05-23,2005.0,,,14.0,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-05-30,2005.0,,,16.33,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-06-06,2005.0,6.0,,18.0,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-06-13,2005.0,6.0,,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-06-20,2005.0,6.0,,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-06-27,2005.0,6.0,,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-07-04,2005.0,,,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-07-11,2005.0,,,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-07-18,2005.0,,,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-07-25,2005.0,,27.14,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-08-01,2005.0,,27.14,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-08-08,2005.0,,27.14,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-08-15,2005.0,,,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-08-22,2005.0,,36.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-08-29,2005.0,,36.0,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-09-05,2005.0,9.0,37.5,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-09-12,2005.0,9.0,30.14,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-09-19,2005.0,9.0,30.14,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-09-26,2005.0,9.0,30.14,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-10-03,2005.0,,28.35,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-10-10,2005.0,,26.29,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-10-17,2005.0,,26.29,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-10-24,2005.0,,26.29,28.33,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-10-31,2005.0,,26.29,27.33,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-11-07,2005.0,,28.7,28.75,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-11-14,2005.0,,30.8,28.5,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-11-21,2005.0,,30.8,27.5,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-11-28,2005.0,,29.71,27.5,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-12-05,2005.0,12.0,31.18,28.25,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-12-12,2005.0,12.0,29.43,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-12-19,2005.0,12.0,29.43,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,2.78143263670022,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2005-12-26,2005.0,12.0,,,36809.70134036188,32055.092075750315,34768.175903752526,26429.150944931913,50933.021609558884,,1.9852929852798,1.74586936380482,3.36881409750383,2.42969198392957
2006-01-02,,,29.43,,,,,,,,,,,
2006-01-09,,,29.57,,,,,,,,,,,
2006-01-16,,,30.21,,,,,,,,,,,
2006-01-23,,,30.03,,,,,,,,,,,
2006-01-30,,,,,,,,,,,,,,
2006-02-06,,,,34.5,,,,,,,,,,
2006-02-13,,,,35.0,,,,,,,,,,
2006-02-20,,,,24.0,,,,,,,,,,
2006-02-27,2006.0,,,24.0,,33529.72660143614,36470.212839931344,28389.078579987294,,1.7912077007046,2.09084391012754,,,3.9316398954053
2006-03-06,2006.0,3.0,,22.0,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-03-13,2006.0,3.0,,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-03-20,2006.0,3.0,29.61,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-03-27,2006.0,3.0,31.5,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-04-03,2006.0,,31.5,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-04-10,2006.0,,31.5,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-04-17,2006.0,,,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-04-24,2006.0,,26.11,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-05-01,2006.0,,26.11,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-05-08,2006.0,,26.11,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-05-15,2006.0,,,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-05-22,2006.0,,,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-05-29,2006.0,,,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-06-05,2006.0,6.0,,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-06-12,2006.0,6.0,,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-06-19,2006.0,6.0,28.0,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-06-26,2006.0,6.0,28.0,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-07-03,2006.0,,25.85,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-07-10,2006.0,,23.62,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-07-17,2006.0,,21.94,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-07-24,2006.0,,,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-07-31,2006.0,,33.0,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-08-07,2006.0,,32.0,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-08-14,2006.0,,32.0,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-08-21,2006.0,,,43.5,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-08-28,2006.0,,,43.5,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-09-04,2006.0,9.0,,45.0,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-09-11,2006.0,9.0,27.14,45.0,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-09-18,2006.0,9.0,26.43,45.0,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-09-25,2006.0,9.0,26.43,45.0,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-10-02,2006.0,,26.65,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-10-09,2006.0,,26.65,45.0,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-10-16,2006.0,,28.81,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-10-23,2006.0,,30.75,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-10-30,2006.0,,34.19,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-11-06,2006.0,,36.39,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-11-13,2006.0,,34.4,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-11-20,2006.0,,33.27,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-11-27,2006.0,,33.27,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-12-04,2006.0,12.0,33.27,,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-12-11,2006.0,12.0,32.36,51.5,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-12-18,2006.0,12.0,31.76,53.5,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2006-12-25,2006.0,12.0,31.76,53.5,38705.10679591471,33529.72660143614,36470.212839931344,28389.078579987294,54329.16185996238,1.7912077007046,2.09084391012754,1.67512449608723,3.51557576832128,3.9316398954053
2007-01-01,,,,,,,,,,,,,,
2007-01-08,,,,,,,,,,,,,,
2007-01-15,,,,53.0,,,,,,,,,,
2007-01-22,,,,,,,,,,,,,,
2007-01-29,,,,,,,,,,,,,,
2007-02-05,,,47.4,,,,,,,,,,,
2007-02-12,,,47.4,,,,,,,,,,,
2007-02-19,,,47.4,,,,,,,,,,,
2007-02-26,2007.0,,47.4,,44319.16544881302,37870.74750709694,41557.62356481789,,,,1.82974112202403,1.4879980595386,,
2007-03-05,2007.0,3.0,47.4,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-03-12,2007.0,3.0,47.4,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-03-19,2007.0,3.0,47.4,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-03-26,2007.0,3.0,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-04-02,2007.0,,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-04-09,2007.0,,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-04-16,2007.0,,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-04-23,2007.0,,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-04-30,2007.0,,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-05-07,2007.0,,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-05-14,2007.0,,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
2007-05-21,2007.0,,,,44319.16544881302,37870.74750709694,41557.62356481789,32591.350306587105,61396.417461175995,1.82305630026808,1.82974112202403,1.4879980595386,2.78679745804946,4.89711564381345
